Bus Name,Stop Order,Stop Name,latitude,longitude
Meghla Transport,16,Kanchpur,23.7062107,90.5211599
Meghla Transport,17,Vulta,23.77490595,90.56006318
Meshkat,1,Mohammadpur,23.7572031,90.3620184
Meshkat,2,Asad Gate,23.7601299,90.3727245
Meshkat,3,Khamar Bari,23.7591274,90.383882
Meshkat,4,Farmgate,23.7590394,90.3871113
Meshkat,5,Bangla Motor,23.7458397,90.3949387
Meshkat,6,Shahbag,23.7401951,90.3901161
Meshkat,7,Matsya Bhaban,23.73418399,90.40403594
Meshkat,8,Paltan,23.7313082,90.4120882
Meshkat,9,Dainik Bangla Moor,23.7301345,90.4152482
Meshkat,10,Motijheel,23.7272598,90.4211957
Meshkat,11,Ittefaq Moor Sayedabad,23.7108758,90.4278141
Meshkat,12,Jatrabari,23.7093978,90.433806
Meshkat,13,Shanir Akhra,23.70255794,90.45080491
Meshkat,14,Rayerbag,23.6980479,90.457102
Meshkat,15,Matuail,23.7029393,90.463095
Meshkat,16,Sign Board,23.7089323,90.3667608
Meshkat,17,Chittagong Road,23.6972599,90.5094673
Midline,1,Mohammadpur,23.7572031,90.3620184
Midline,2,Shankar,23.7483109,90.3660743
Midline,3,Star Kabab,23.7475099,90.3702012
Midline,4,Dhanmondi 15,23.74284215,90.38803923
Midline,5,Jigatola,23.7390073,90.3710009
Midline,6,City College,23.7396837,90.3828522
Midline,7,Science Lab,23.7396929,90.3836057
Midline,8,Bata Signal,23.7390795,90.3886771
Midline,9,Shahbag,23.7401951,90.3901161
Midline,10,Matsya Bhaban,23.73418399,90.40403594
Midline,11,High Court,23.7305,90.4034
Midline,12,Press Club,22.967864,89.8176179
Midline,13,Paltan,23.7313082,90.4120882
Midline,14,Gulistan,23.7249037,90.4120785
Midline,15,Motijheel,23.7272598,90.4211957
Midline,16,Arambagh,23.7309015,90.4215656
Midline,17,Kamalapur,23.7325123,90.4257424
Midline,18,Bashabo,23.7405474,90.4333478
Midline,19,Khilgaon,23.7506546,90.4232818
Mirpur Metro Services,1,Azimpur,23.7252946,90.3834641
Mirpur Metro Services,2,Nilkhet,23.7329358,90.3860855
Mirpur Metro Services,3,New Market,23.73277515,90.3828117
Mirpur Metro Services,4,Science Lab,23.7396929,90.3836057
Mirpur Metro Services,5,City College,23.7396837,90.3828522
Mirpur Metro Services,6,Kalabagan,23.7487244,90.37919898
Mirpur Metro Services,7,Dhanmondi 32,23.73802075,90.3859514
Mirpur Metro Services,8,Dhanmondi 27,23.75404782,90.37137816
Mirpur Metro Services,9,Asad Gate,23.7601299,90.3727245
Mirpur Metro Services,10,College Gate,23.7503675,90.4199166
Mirpur Metro Services,11,Shishu Mela,23.773007,90.3678804
Mirpur Metro Services,12,Shyamoli,23.7775998,90.3601928
Mirpur Metro Services,13,Kallyanpur,23.7806848,90.3613321
Mirpur Metro Services,14,Darussalam,23.77843615,90.35604084
Mirpur Metro Services,15,Technical,24.15329785,90.67259393
Mirpur Metro Services,16,Bangla College,23.7207387,90.418394
Mirpur Metro Services,17,Tolarbag,23.78843365,90.35165729
Mirpur Metro Services,18,Ansar Camp,23.7929307,90.3532421
Mirpur Metro Services,19,Mirpur 1,23.801924,90.3523456
Mirpur Link,1,ECB Square,23.82257685,90.39343328
Mirpur Link,2,Purobi,23.8138963,90.4240396
Mirpur Link,3,Mirpur 11,23.8202931,90.3710408
Mirpur Link,4,Mirpur 10,23.8083649,90.3682614
Mirpur Link,5,Kazipara Shewrapara,23.7940614,90.3754148
Mirpur Link,6,Agargaon,23.7784275,90.3800503
Mirpur Link,7,Khamar Bari,23.7591274,90.383882
Mirpur Link,8,Dhanmondi 27,23.75404782,90.37137816
Mirpur Link,9,Dhanmondi 32,23.73802075,90.3859514
Mirpur Link,10,City College,23.7396837,90.3828522
Mirpur Link,11,New Market Nilkhet,23.73277515,90.3828117
Mirpur Link,12,Azimpur,23.7252946,90.3834641
Mirpur Mission,1,Mirpur National Zoo,23.8123422,90.34693977
Mirpur Mission,2,Mirpur 1,23.801924,90.3523456
Mirpur Mission,3,Khamar Bari,23.7591274,90.383882
Mirpur Mission,4,Farmgate,23.7590394,90.3871113
Mirpur Mission,5,Press Club,22.967864,89.8176179
Mirpur Mission,6,Motijheel,23.7272598,90.4211957
Mirpur Transport Service,1,Gulistan,23.7249037,90.4120785
Mirpur Transport Service,2,Golap Shah Mazar,23.7249921,90.410846
Mirpur Transport Service,3,GPO,23.7289296,90.41140102
Mirpur Transport Service,4,Paltan,23.7313082,90.4120882
Mirpur Transport Service,5,Press Club,22.967864,89.8176179
Mirpur Transport Service,6,High Court,23.7305,90.4034
Mirpur Transport Service,7,Matsya Bhaban,23.73418399,90.40403594
Mirpur Transport Service,8,Shahbag,23.7401951,90.3901161
Mirpur Transport Service,9,Bangla Motor,23.7458397,90.3949387
Mirpur Transport Service,10,Kawran Bazar,23.7514308,90.3948605
Mirpur Transport Service,11,Farmgate,23.7590394,90.3871113
Mirpur Transport Service,12,Khamar Bari,23.7591274,90.383882
Mirpur Transport Service,13,Agargaon,23.7784275,90.3800503
Mirpur Transport Service,14,Taltola,23.7512986,90.4244569
Mirpur Transport Service,15,Shewrapara,23.7909631,90.3755087
Mirpur Transport Service,16,Kazipara,23.7992408,90.3719878
Mirpur Transport Service,17,Mirpur 10,23.8083649,90.3682614
Mirpur Transport Service,18,Mirpur 11,23.8202931,90.3710408
Mirpur Transport Service,19,Purobi,23.8138963,90.4240396
Mirpur Transport Service,20,Pallabi,23.8261574,90.3641863
Mirpur Transport Service,21,Mirpur 12,23.82510435,90.37067194
Mirpur United Service,1,Sadarghat,24.5389931,91.6042712
Mirpur United Service,2,nan,23.790321,90.4076959
Mirpur United Service,3,Naya Bazar,23.713843,90.4045497
Mirpur United Service,4,Golap Shah Mazar,23.7249921,90.410846
Mirpur United Service,5,GPO,23.7289296,90.41140102
Mirpur United Service,6,Paltan,23.7313082,90.4120882
Mirpur United Service,7,Press Club,22.967864,89.8176179
Mirpur United Service,8,High Court,23.7305,90.4034
Mirpur United Service,9,Matsya Bhaban,23.73418399,90.40403594
Mirpur United Service,10,Shahbag,23.7401951,90.3901161
Mirpur United Service,11,Bangla Motor,23.7458397,90.3949387
Mirpur United Service,12,Kawran Bazar,23.7514308,90.3948605
Mirpur United Service,13,Farmgate,23.7590394,90.3871113
Mirpur United Service,14,Khamar Bari,23.7591274,90.383882
Mirpur United Service,15,Agargaon,23.7784275,90.3800503
Mirpur United Service,16,Taltola,23.7512986,90.4244569
Mirpur United Service,17,Shewrapara,23.7909631,90.3755087
Mirpur United Service,18,Kazipara,23.7992408,90.3719878
Mirpur United Service,19,Mirpur 10,23.8083649,90.3682614
Mirpur United Service,20,Mirpur 11,23.8202931,90.3710408
Mirpur United Service,21,Purobi,23.8138963,90.4240396
Mirpur United Service,22,Pallabi,23.8261574,90.3641863
Mirpur United Service,23,Mirpur 12,23.82510435,90.37067194
MM Lovely,1,Savar,23.8477,90.2587
MM Lovely,2,Hemayetpur,23.7931994,90.2714229
MM Lovely,3,Amin Bazar,23.7896155,90.3240987
MM Lovely,4,Gabtoli,23.6324042,90.48826063
MM Lovely,5,Technical -,24.15329785,90.67259393
MM Lovely,6,Kallyanpur,23.7806848,90.3613321
MM Lovely,7,Shyamoli,23.7775998,90.3601928
MM Lovely,8,Shishu Mela,23.773007,90.3678804
MM Lovely,9,College Gate,23.7503675,90.4199166
MM Lovely,10,Asad Gate,23.7601299,90.3727245
MM Lovely,11,Khamar Bari,23.7591274,90.383882
MM Lovely,12,Farmgate,23.7590394,90.3871113
MM Lovely,13,Kawran Bazar,23.7514308,90.3948605
MM Lovely,14,Bangla Motor,23.7458397,90.3949387
MM Lovely,15,Mogbazar,23.7543737,90.40959957
MM Lovely,16,Mouchak,24.023552,90.292921
MM Lovely,17,Malibagh Moor,23.74419188,90.41424554
MM Lovely,18,Rajarbag,23.7395964,90.4171128
MM Lovely,19,Khilgaon Flyover,23.74375455,90.42416457
MM Lovely,20,Bashabo,23.7405474,90.4333478
MM Lovely,21,Mugdapara,23.7291223,90.4335651
MM Lovely,22,Manik Nagar,23.7228244,90.4314822
MM Lovely,23,Golapbag Chourasta,23.7176698,90.4293125
MM Lovely,24,Sayedabad,23.7108758,90.4278141
MM Lovely,25,Janapath Moor,23.71291763,90.42857405
MM Lovely,26,Jatrabari,23.7093978,90.433806
MM Lovely,27,Kazla,24.36459655,88.6323494
MM Lovely,28,Shonir Akhra,23.7036614,90.4508803
MM Lovely,29,Rayerbag,23.6980479,90.457102
MM Lovely,30,Matuail,23.7029393,90.463095
MM Lovely,31,Sign Board,23.7089323,90.3667608
Modhumita,1,Mirpur National Zoo,23.8123422,90.34693977
Modhumita,2,Sony Cinema Hall,23.8004874,90.3553934
Modhumita,3,Mirpur 2,23.8063402,90.35702594
Modhumita,4,Mirpur 1,23.801924,90.3523456
Modhumita,5,Ansar Camp,23.7929307,90.3532421
Modhumita,6,Technical,24.15329785,90.67259393
Modhumita,7,Kallyanpur,23.7806848,90.3613321
Modhumita,8,Shyamoli,23.7775998,90.3601928
Modhumita,9,Shishu Mela,23.773007,90.3678804
Modhumita,10,Agargaon,23.7784275,90.3800503
Modhumita,11,Bijoy Sarani,23.7663936,90.3830971
Modhumita,12,Jahangir Gate,23.7752465,90.3903174
Modhumita,13,Mohakhali,23.7799893,90.40832417
Modhumita,14,Wireless,23.7496943,90.4082451
Modhumita,15,Gulshan 1,23.780553,90.4169
Modhumita,16,Badda Link Road,23.78058386,90.41997677
Modhumita,17,Merul,23.7718576,90.4250807
Modhumita,18,Rampura Bridge,23.76802955,90.42334025
Modhumita,19,Banasree,23.7617123,90.4312774
Modhumita,20,Demra Staff Quarter,23.7197292,90.4905289
Mohona,1,Mirpur 14,23.7988425,90.3847119
Mohona,2,Mirpur 10,23.8083649,90.3682614
Mohona,3,Mirpur 2,23.8063402,90.35702594
Mohona,4,Sony Cinema Hall,23.8004874,90.3553934
Mohona,5,Mirpur 1,23.801924,90.3523456
Mohona,6,Mazar Road,23.78953728,90.34819499
Mohona,7,Konabari,24.01083,90.320936
Mohona,8,Rupnagar,23.7153887,90.3777396
Mohona,9,Beribadh,23.79770893,90.34687335
Mohona,10,Birulia,23.8501655,90.3339337
Mohona,11,Ashulia,23.8969898,90.3289577
Mohona,12,Zirabo,23.90848403,90.29356844
Mohona,13,Fantasy Kingdom,23.93427385,90.29148785
Moitri,1,Mohammadpur,23.7572031,90.3620184
Moitri,2,Shankar,23.7483109,90.3660743
Moitri,3,Star Kabab,23.7475099,90.3702012
Moitri,4,Dhanmondi 15,23.74284215,90.38803923
Moitri,5,Jigatola,23.7390073,90.3710009
Moitri,6,City College,23.7396837,90.3828522
Moitri,7,Science Lab,23.7396929,90.3836057
Moitri,8,Bata Signal,23.7390795,90.3886771
Moitri,9,Shahbag,23.7401951,90.3901161
Moitri,10,Matsya Bhaban,23.73418399,90.40403594
Moitri,11,High Court,23.7305,90.4034
Moitri,12,Press Club,22.967864,89.8176179
Moitri,13,Paltan,23.7313082,90.4120882
Moitri,14,GPO,23.7289296,90.41140102
Moitri,15,Gulistan,23.7249037,90.4120785
Moitri,16,Motijheel,23.7272598,90.4211957
Moitri,17,Arambagh,23.7309015,90.4215656
Moumita,1,Chashara,23.6239035,90.4989472
Moumita,2,Shibu Market,23.64409235,90.49348973
Moumita,3,Jalkuri,23.66285065,90.48987993
Moumita,4,Sign Board,23.7089323,90.3667608
Moumita,5,Matuail,23.7029393,90.463095
Moumita,6,Rayerbag,23.6980479,90.457102
Moumita,7,Shonir Akhra,23.7036614,90.4508803
Moumita,8,Jatrabari,23.7093978,90.433806
Moumita,9,Sayedabad,23.7108758,90.4278141
Moumita,10,Gulistan,23.7249037,90.4120785
Moumita,11,Chankhar Pul,23.7238334,90.4003441
Moumita,12,Bakshi Bazar,23.7241348,90.3955397
Moumita,13,Azimpur,23.7252946,90.3834641
Moumita,14,Nilkhet,23.7329358,90.3860855
Moumita,15,New Market,23.73277515,90.3828117
Moumita,16,City College,23.7396837,90.3828522
Moumita,17,Kalabagan,23.7487244,90.37919898
Moumita,18,Dhanmondi 32,23.73802075,90.3859514
Moumita,19,Dhanmondi 27,23.75404782,90.37137816
Moumita,20,Asad Gate,23.7601299,90.3727245
Moumita,21,College Gate,23.7503675,90.4199166
Moumita,22,Shishu Mela,23.773007,90.3678804
Moumita,23,Shyamoli,23.7775998,90.3601928
Moumita,24,Kallyanpur,23.7806848,90.3613321
Moumita,25,Darussalam,23.77843615,90.35604084
Moumita,26,Technical,24.15329785,90.67259393
Moumita,27,Gabtoli,23.6324042,90.48826063
Moumita,28,Amin Bazar,23.7896155,90.3240987
Moumita,29,Hemayetpur,23.7931994,90.2714229
Moumita,30,Savar,23.8477,90.2587
Moumita,31,Baipayl,23.9380015,90.270064
Moumita,32,Zirani Bazar,23.9938043,90.2551426
Moumita,33,Nandan Park,24.0300592,90.239812
Moumita,34,Chandra,23.3684957,90.0391387
MTCL-2,1,Mohammadpur,23.7572031,90.3620184
MTCL-2,2,Asad Gate,23.7601299,90.3727245
MTCL-2,3,Dhanmondi 27,23.75404782,90.37137816
MTCL-2,4,Dhanmondi 32,23.73802075,90.3859514
MTCL-2,5,Shukrabad,23.7537064,90.3797806
MTCL-2,6,Kalabagan,23.7487244,90.37919898
MTCL-2,7,City College,23.7396837,90.3828522
MTCL-2,8,Science Lab,23.7396929,90.3836057
MTCL-2,9,Bata Signal,23.7390795,90.3886771
MTCL-2,10,Shahbag,23.7401951,90.3901161
MTCL-2,11,Matsya Bhaban,23.73418399,90.40403594
MTCL-2,12,High Court,23.7305,90.4034
MTCL-2,13,Press Club,22.967864,89.8176179
MTCL-2,14,Paltan,23.7313082,90.4120882
MTCL-2,15,GPO,23.7289296,90.41140102
MTCL-2,16,Gulistan,23.7249037,90.4120785
MTCL-2,17,Motijheel,23.7272598,90.4211957
MTCL-2,18,Arambagh Kingdom,23.7309015,90.4215656
Nur E Makka,1,Mirpur National Zoo,23.8123422,90.34693977
Nur E Makka,2,Sony Cinema Hall,23.8004874,90.3553934
Nur E Makka,3,Mirpur 2,23.8063402,90.35702594
Nur E Makka,4,Mirpur 10,23.8083649,90.3682614
Nur E Makka,5,Mirpur 11,23.8202931,90.3710408
Nur E Makka,6,Purobi,23.8138963,90.4240396
Nur E Makka,7,Kalshi,23.8202931,90.3710408
Nur E Makka,8,ECB Square,23.82257685,90.39343328
Nur E Makka,9,MES,23.9161376,90.2607105
Nur E Makka,10,Shewra,23.81799371,90.41360546
Nur E Makka,11,Kuril Bishwa Road,23.8212083,90.4195365
Nur E Makka,12,Jamuna Future Park,23.8135723,90.42402377
Nur E Makka,13,Bashundhara,23.8239025,90.4699552
Nur E Makka,14,Nadda,23.809823,90.4220557
Nur E Makka,15,Notun Bazar,23.7982944,90.4239709
Nur E Makka,16,Bashtola,23.79440473,90.42251274
Nur E Makka,17,Shahjadpur,23.7884856,90.4237741
Nur E Makka,18,Uttar Badda,23.7857042,90.4256113
Nur E Makka,19,Badda,23.77654245,90.44630117
Nur E Makka,20,Madhya Badda,23.77654245,90.44630117
Nur E Makka,21,Merul,23.7718576,90.4250807
Nur E Makka,22,Rampura Bridge,23.76802955,90.42334025
Nur E Makka,23,Rampura Bazar,23.7602428,90.4186208
Nur E Makka,24,Hazipara,23.8632798,90.4147242
Nur E Makka,25,Malibagh Railgate,23.7496972,90.4126346
Nabakali Dhaka,1,Mirpur National Zoo,23.8123422,90.34693977
Nabakali Dhaka,2,Mirpur 1,23.801924,90.3523456
Nabakali Dhaka,3,Ansar Camp,23.7929307,90.3532421
Nabakali Dhaka,4,Technical,24.15329785,90.67259393
Nabakali Dhaka,5,Kallyanpur,23.7806848,90.3613321
Nabakali Dhaka,6,Shyamoli,23.7775998,90.3601928
Nabakali Dhaka,7,Shishu Mela,23.773007,90.3678804
Nabakali Dhaka,8,College Gate,23.7503675,90.4199166
Nabakali Dhaka,9,Asad Gate,23.7601299,90.3727245
Nabakali Dhaka,10,Dhanmondi 27,23.75404782,90.37137816
Nabakali Dhaka,11,Shukrabad,23.7537064,90.3797806
Nabakali Dhaka,12,Dhanmondi 32,23.73802075,90.3859514
Nabakali Dhaka,13,Kalabagan,23.7487244,90.37919898
Nabakali Dhaka,14,Science Lab,23.7396929,90.3836057
Nabakali Dhaka,15,Katabon,23.7387417,90.3910003
Nabakali Dhaka,16,Shahbag,23.7401951,90.3901161
Nabakali Dhaka,17,High Court,23.7305,90.4034
Nabakali Dhaka,18,Fulbaria,24.1892148,90.3087797
Nabakali Dhaka,19,Naya Bazar,23.713843,90.4045497
Nabakali Dhaka,20,Babubazar,23.7125524,90.4031333
Nabakali Dhaka,21,Keraniganj,23.7005013,90.3826441
New Vision Dhaka,1,Mirpur National Zoo,23.8123422,90.34693977
New Vision Dhaka,2,Mirpur 1,23.801924,90.3523456
New Vision Dhaka,3,Ansar Camp,23.7929307,90.3532421
New Vision Dhaka,4,Technical,24.15329785,90.67259393
New Vision Dhaka,5,Kallyanpur,23.7806848,90.3613321
New Vision Dhaka,6,Shyamoli,23.7775998,90.3601928
New Vision Dhaka,7,Shishu Mela,23.773007,90.3678804
New Vision Dhaka,8,College Gate,23.7503675,90.4199166
New Vision Dhaka,9,Asad Gate,23.7601299,90.3727245
New Vision Dhaka,10,Khamar Bari,23.7591274,90.383882
New Vision Dhaka,11,Farmgate,23.7590394,90.3871113
New Vision Dhaka,12,Kawran Bazar,23.7514308,90.3948605
New Vision Dhaka,13,Bangla Motor,23.7458397,90.3949387
New Vision Dhaka,14,Shahbag,23.7401951,90.3901161
New Vision Dhaka,15,High Court,23.7305,90.4034
New Vision Dhaka,16,Press Club,22.967864,89.8176179
New Vision Dhaka,17,Paltan,23.7313082,90.4120882
New Vision Dhaka,18,Dainik Bangla Moor,23.7301345,90.4152482
New Vision Dhaka,19,MotijheelSee Full Route Map,23.7272598,90.4211957
Nilachol Dhaka,1,Chittagong Road,23.6972599,90.5094673
Nilachol Dhaka,2,Sign Board,23.7089323,90.3667608
Nilachol Dhaka,3,Matuail,23.7029393,90.463095
Nilachol Dhaka,4,Rayerbag,23.6980479,90.457102
Nilachol Dhaka,5,Shonir Akhra,23.7036614,90.4508803
Nilachol Dhaka,6,Jatrabari,23.7093978,90.433806
Nilachol Dhaka,7,Sayedabad,23.7108758,90.4278141
Nilachol Dhaka,8,Gulistan,23.7249037,90.4120785
Nilachol Dhaka,9,Chankhar Pul,23.7238334,90.4003441
Nilachol Dhaka,10,Bakshi Bazar,23.7241348,90.3955397
Nilachol Dhaka,11,Azimpur,23.7252946,90.3834641
Nilachol Dhaka,12,Nilkhet,23.7329358,90.3860855
Nilachol Dhaka,13,New Market,23.73277515,90.3828117
Nilachol Dhaka,14,City College,23.7396837,90.3828522
Nilachol Dhaka,15,Kalabagan,23.7487244,90.37919898
Nilachol Dhaka,16,Dhanmondi 32,23.73802075,90.3859514
Nilachol Dhaka,17,Dhanmondi 27,23.75404782,90.37137816
Nilachol Dhaka,18,Asad Gate,23.7601299,90.3727245
Nilachol Dhaka,19,College Gate,23.7503675,90.4199166
Nilachol Dhaka,20,Shishu Mela,23.773007,90.3678804
Nilachol Dhaka,21,Shyamoli,23.7775998,90.3601928
Nilachol Dhaka,22,Kallyanpur,23.7806848,90.3613321
Nilachol Dhaka,23,Darussalam,23.77843615,90.35604084
Nilachol Dhaka,24,Technical,24.15329785,90.67259393
Nilachol Dhaka,25,Gabtoli,23.6324042,90.48826063
Nilachol Dhaka,26,Amin Bazar,23.7896155,90.3240987
Nilachol Dhaka,27,Hemayetpur,23.7931994,90.2714229
Nilachol Dhaka,28,Savar,23.8477,90.2587
Nilachol Dhaka,29,Nobinagar,23.9123657,90.2605169
Nilachol Dhaka,30,Manikganj,23.83298355,89.96668782
Nilachol Dhaka,31,Paturia,23.7888496,89.8098957
Nishorgo Dhaka,1,Mirpur 14 Bus Stand,23.79852883,90.38753091
Nishorgo Dhaka,2,Mirpur 10,23.8083649,90.3682614
Nishorgo Dhaka,3,Kazipara,23.7992408,90.3719878
Nishorgo Dhaka,4,Shewrapara,23.7909631,90.3755087
Nishorgo Dhaka,5,Taltola,23.7512986,90.4244569
Nishorgo Dhaka,6,Agargaon,23.7784275,90.3800503
Nishorgo Dhaka,7,Asad Gate,23.7601299,90.3727245
Nishorgo Dhaka,8,Shyamoli,23.7775998,90.3601928
Nishorgo Dhaka,9,Mohammadpur,23.7572031,90.3620184
Nishorgo Dhaka,10,Shankar,23.7483109,90.3660743
Nishorgo Dhaka,11,Dhanmondi 15,23.74284215,90.38803923
Nishorgo Dhaka,12,Jigatola,23.7390073,90.3710009
Nishorgo Dhaka,13,Science Lab,23.7396929,90.3836057
Nishorgo Dhaka,14,Dhaka College,23.73432135,90.38189655
Nishorgo Dhaka,15,New Market,23.73277515,90.3828117
Nishorgo Dhaka,16,Nilkhet,23.7329358,90.3860855
Nishorgo Dhaka,17,Eden College,23.72879485,90.38710517
Nishorgo Dhaka,18,Azimpur,23.7252946,90.3834641
Omama International,1,Motijheel,23.7272598,90.4211957
Omama International,2,Dainik Bangla Moor,23.7301345,90.4152482
Omama International,3,Paltan,23.7313082,90.4120882
Omama International,4,Press Club,22.967864,89.8176179
Omama International,5,Matsya Bhaban,23.73418399,90.40403594
Omama International,6,High Court,23.7305,90.4034
Omama International,7,Shahbag,23.7401951,90.3901161
Omama International,8,Bangla Motor,23.7458397,90.3949387
Omama International,9,Kawran Bazar,23.7514308,90.3948605
Omama International,10,Farmgate,23.7590394,90.3871113
Omama International,11,Jahangir Gate,23.7752465,90.3903174
Omama International,12,Mohakhali,23.7799893,90.40832417
Omama International,13,Chairman Bari,23.71096925,90.41095483
Omama International,14,Sainik Club,23.79122995,90.399527
Omama International,15,Banani,23.790321,90.4076959
Omama International,16,Kakali,23.820295,90.3682928
Omama International,17,Staff Road,23.8127577,90.4016567
Omama International,18,MES,23.9161376,90.2607105
Omama International,19,Shewra,23.81799371,90.41360546
Omama International,20,Kuril Bishwa Road,23.8212083,90.4195365
Omama International,21,Khilkhet,23.8351324,90.43511207
Omama International,22,Airport,23.8602996,90.39876
One Transport,1,Nandan Park,24.0300592,90.239812
One Transport,2,Zirani Bazar,23.9938043,90.2551426
One Transport,3,Baipayl,23.9380015,90.270064
One Transport,4,Nobinagar,23.9123657,90.2605169
One Transport,5,Savar,23.8477,90.2587
One Transport,6,Hemayetpur,23.7931994,90.2714229
One Transport,7,Amin Bazar,23.7896155,90.3240987
One Transport,8,Gabtoli,23.6324042,90.48826063
One Transport,9,Technical,24.15329785,90.67259393
One Transport,10,Kallyanpur,23.7806848,90.3613321
One Transport,11,Shyamoli,23.7775998,90.3601928
One Transport,12,Shishu Mela,23.773007,90.3678804
One Transport,13,College Gate,23.7503675,90.4199166
One Transport,14,Asad Gate,23.7601299,90.3727245
One Transport,15,Khamar Bari,23.7591274,90.383882
One Transport,16,Farmgate,23.7590394,90.3871113
One Transport,17,Kawran Bazar,23.7514308,90.3948605
One Transport,18,Bangla Motor,23.7458397,90.3949387
One Transport,19,Shahbag,23.7401951,90.3901161
One Transport,20,High Court,23.7305,90.4034
One Transport,21,Press Club,22.967864,89.8176179
One Transport,22,Paltan,23.7313082,90.4120882
One Transport,23,GPO,23.7289296,90.41140102
One Transport,24,Gulistan,23.7249037,90.4120785
One Transport,25,Motijheel,23.7272598,90.4211957
Pallabi Local Service,1,Asad Gate,23.7601299,90.3727245
Pallabi Local Service,2,College Gate,23.7503675,90.4199166
Pallabi Local Service,3,Shishu Mela,23.773007,90.3678804
Pallabi Local Service,4,Shyamoli,23.7775998,90.3601928
Pallabi Local Service,5,Kallyanpur,23.7806848,90.3613321
Pallabi Local Service,6,Technical,24.15329785,90.67259393
Pallabi Local Service,7,Mirpur 1,23.801924,90.3523456
Pallabi Local Service,8,Sony Cinema Hall,23.8004874,90.3553934
Pallabi Local Service,9,Mirpur 2,23.8063402,90.35702594
Pallabi Local Service,10,Chalantika Moor,23.81530698,90.36253274
Pallabi Local Service,11,Mirpur 6,23.8107214,90.36422615
Pallabi Local Service,12,Mirpur 11,23.8202931,90.3710408
Pallabi Local Service,13,Mirpur 12,23.82510435,90.37067194
Pallabi Super,1,Gabtoli,23.6324042,90.48826063
Pallabi Super,2,Technical,24.15329785,90.67259393
Pallabi Super,3,Ansar Camp,23.7929307,90.3532421
Pallabi Super,4,Mirpur 1,23.801924,90.3523456
Pallabi Super,5,Sony Cinema Hall,23.8004874,90.3553934
Pallabi Super,6,Mirpur 2,23.8063402,90.35702594
Pallabi Super,7,Mirpur 10,23.8083649,90.3682614
Pallabi Super,8,Mirpur 11,23.8202931,90.3710408
Pallabi Super,9,Purobi,23.8138963,90.4240396
Pallabi Super,10,Kalshi,23.8202931,90.3710408
Pallabi Super,11,ECB Square,23.82257685,90.39343328
Pallabi Super,12,MES,23.9161376,90.2607105
Pallabi Super,13,Shewra,23.81799371,90.41360546
Pallabi Super,14,Kuril Bishwa Road,23.8212083,90.4195365
Pallabi Super,15,Khilkhet,23.8351324,90.43511207
Pallabi Super,16,Airport,23.8602996,90.39876
Pallabi Super,17,Jashimuddin (Uttara),23.8608721,90.4004138
Pallabi Super,18,Rajlakshmi,23.8644797,90.4002124
Pallabi Super,19,Azampur,23.8665496,90.4100105
Pallabi Super,20,House Building,23.8748268,90.4006897
Pallabi Super,21,Abdullahpur,23.5542881,90.473867
Pallabi Super,22,Kamarpara,23.8906579,90.3849515
Paristhan,1,Bosila,23.7473392,90.345289
Paristhan,2,Mohammadpur,23.7572031,90.3620184
Paristhan,3,Asad Gate,23.7601299,90.3727245
Paristhan,4,College Gate,23.7503675,90.4199166
Paristhan,5,Shyamoli,23.7775998,90.3601928
Paristhan,6,Kallyanpur,23.7806848,90.3613321
Paristhan,7,Darussalam,23.77843615,90.35604084
Paristhan,8,Technical,24.15329785,90.67259393
Paristhan,9,Bangla College,23.7207387,90.418394
Paristhan,10,Tolarbag,23.78843365,90.35165729
Paristhan,11,Ansar Camp,23.7929307,90.3532421
Paristhan,12,Mirpur 1,23.801924,90.3523456
Paristhan,13,Mirpur 2,23.8063402,90.35702594
Paristhan,14,Mirpur 10,23.8083649,90.3682614
Paristhan,15,Mirpur 11,23.8202931,90.3710408
Paristhan,16,Purobi,23.8138963,90.4240396
Paristhan,17,Kalshi,23.8202931,90.3710408
Paristhan,18,ECB Square,23.82257685,90.39343328
Paristhan,19,MES,23.9161376,90.2607105
Paristhan,20,Shewra,23.81799371,90.41360546
Paristhan,21,Kuril Bishwa Road,23.8212083,90.4195365
Paristhan,22,Khilkhet,23.8351324,90.43511207
Paristhan,23,Airport,23.8602996,90.39876
Paristhan,24,Jashimuddin (Uttara),23.8608721,90.4004138
Paristhan,25,Rajlakshmi,23.8644797,90.4002124
Paristhan,26,House Building,23.8748268,90.4006897
Paristhan,27,Abdullahpur,23.5542881,90.473867
Power Paribahan,1,Mirpur 14,23.7988425,90.3847119
Power Paribahan,2,Mirpur 10,23.8083649,90.3682614
Power Paribahan,3,Mirpur 2,23.8063402,90.35702594
Power Paribahan,4,Sony Cinema Hall,23.8004874,90.3553934
Power Paribahan,5,Mirpur 1,23.801924,90.3523456
Power Paribahan,6,Mazar Road,23.78953728,90.34819499
Power Paribahan,7,Konabari,24.01083,90.320936
Power Paribahan,8,Rupnagar,23.7153887,90.3777396
Power Paribahan,9,Beribadh,23.79770893,90.34687335
Power Paribahan,10,Birulia,23.8501655,90.3339337
Power Paribahan,11,Ashulia,23.8969898,90.3289577
Power Paribahan,12,Zirabo,23.90848403,90.29356844
Power Paribahan,13,Narshinghapur,23.94330499,90.31134372
Power Paribahan,14,Sura Bari,23.9628511,90.3168561
Power Paribahan,15,Kashimpur,23.9879493,90.3171133
