Bus Name,Stop Order,Stop Name,latitude,longitude
BRTC,15,Wireless,23.7496943,90.4082451
BRTC,16,Gulshan 1,23.780553,90.4169
BRTC,17,Badda Link Road,23.78058386,90.41997677
BRTC,18,Uttar Badda,23.7857042,90.4256113
BRTC,19,Shahjadpur,23.7884856,90.4237741
BRTC,20,Bashtola,23.79440473,90.42251274
BRTC,21,Notun Bazar,23.7982944,90.4239709
BRTC,22,Nadda,23.809823,90.4220557
BRTC,23,Bashundhara,23.8239025,90.4699552
BRTC,24,Jamuna Future Park,23.8135723,90.42402377
BRTC,25,Kuril Bishwa Road,23.8212083,90.4195365
BRTC,1,Vulta,23.77490595,90.56006318
BRTC,2,Kanchan Bridge,23.83617737,90.54559063
BRTC,3,Nila Market,23.83753308,90.48326098
BRTC,4,300 Feet,23.83665845,90.4766404
BRTC,5,Bashundhara (300 Feet Gate),23.83299972,90.47661458
BRTC,6,Kuril Bishwa Road,23.8212083,90.4195365
BRTC,1,Motijheel,23.7272598,90.4211957
BRTC,2,Gulistan,23.7249037,90.4120785
BRTC,3,GPO,23.7289296,90.41140102
BRTC,4,Paltan,23.7313082,90.4120882
BRTC,5,Kakrail,23.7385398,90.4071475
BRTC,6,Shantinagar,23.7385358,90.4139156
BRTC,7,Malibagh Moor,23.74419188,90.41424554
BRTC,8,Mouchak,24.023552,90.292921
BRTC,9,Malibagh Railgate,23.7496972,90.4126346
BRTC,10,Hazipara,23.8632798,90.4147242
BRTC,11,Rampura Bazar,23.7602428,90.4186208
BRTC,12,Rampura Bridge,23.76802955,90.42334025
BRTC,13,Merul,23.7718576,90.4250807
BRTC,14,Badda,23.77654245,90.44630117
BRTC,15,Shahjadpur,23.7884856,90.4237741
BRTC,16,Bashtola,23.79440473,90.42251274
BRTC,17,Notun Bazar,23.7982944,90.4239709
BRTC,18,Nadda,23.809823,90.4220557
BRTC,19,Bashundhara,23.8239025,90.4699552
BRTC,20,Jamuna Future Park,23.8135723,90.42402377
BRTC,21,Kuril Bishwa Road,23.8212083,90.4195365
BRTC,22,Khilkhet,23.8351324,90.43511207
BRTC,23,Airport,23.8602996,90.39876
BRTC,24,Jashimuddin (Uttara),23.8608721,90.4004138
BRTC,25,Rajlakshmi,23.8644797,90.4002124
BRTC,26,Azampur,23.8665496,90.4100105
BRTC,27,House Building,23.8748268,90.4006897
BRTC,28,Abdullahpur,23.5542881,90.473867
BRTC,1,Mohammadpur,23.7572031,90.3620184
BRTC,2,Shankar,23.7483109,90.3660743
BRTC,3,Star Kabab,23.7475099,90.3702012
BRTC,4,Dhanmondi 15,23.74284215,90.38803923
BRTC,5,Jigatola,23.7390073,90.3710009
BRTC,6,City College,23.7396837,90.3828522
BRTC,7,Science Lab,23.7396929,90.3836057
BRTC,8,Bata Signal,23.7390795,90.3886771
BRTC,9,Shahbag,23.7401951,90.3901161
BRTC,10,Matsya Bhaban,23.73418399,90.40403594
BRTC,11,High Court,23.7305,90.4034
BRTC,12,Press Club,22.967864,89.8176179
BRTC,13,Paltan,23.7313082,90.4120882
BRTC,14,GPO,23.7289296,90.41140102
BRTC,15,Gulistan,23.7249037,90.4120785
BRTC,16,Motijheel,23.7272598,90.4211957
BRTC,1,Gabtoli,23.6324042,90.48826063
BRTC,2,Mirpur 1,23.801924,90.3523456
BRTC,3,Sony Cinema Hall,23.8004874,90.3553934
BRTC,4,Mirpur 2,23.8063402,90.35702594
BRTC,5,Mirpur 10,23.8083649,90.3682614
BRTC,6,Mirpur 11,23.8202931,90.3710408
BRTC,7,Purobi,23.8138963,90.4240396
BRTC,8,Kalshi,23.8202931,90.3710408
BRTC,9,ECB Square,23.82257685,90.39343328
BRTC,10,MES,23.9161376,90.2607105
BRTC,11,Shewra,23.81799371,90.41360546
BRTC,12,Kuril Bishwa Road,23.8212083,90.4195365
BRTC,13,Khilkhet,23.8351324,90.43511207
BRTC,14,Airport,23.8602996,90.39876
BRTC,15,Jashimuddin (Uttara),23.8608721,90.4004138
BRTC,16,Rajlakshmi,23.8644797,90.4002124
BRTC,17,Azampur,23.8665496,90.4100105
BRTC,18,House Building,23.8748268,90.4006897
BRTC,19,Abdullahpur,23.5542881,90.473867
BRTC,20,Tongi,23.9084932,90.3980037
BRTC,21,Mill Gate,23.89620633,90.39942912
BRTC,22,Board Bazar,23.9452074,90.3825171
BRTC,23,Gazipur Bypass,23.9770994,90.3741474
BRTC,24,Gazipur Chourasta,23.9891057,90.3815747
BRTC Articulated,1,Balughat,23.8296126,90.3904977
BRTC Articulated,2,Cantonment,23.81975315,90.39758199
BRTC Articulated,3,Bijoy Sarani,23.7663936,90.3830971
BRTC Articulated,4,Farmgate,23.7590394,90.3871113
BRTC Articulated,5,Bangla Motor,23.7458397,90.3949387
BRTC Articulated,6,Shahbag,23.7401951,90.3901161
BRTC Articulated,7,Paltan,23.7313082,90.4120882
BRTC Articulated,8,Gulistan,23.7249037,90.4120785
BRTC Articulated,9,Motijheel,23.7272598,90.4211957
Cantonment,1,Mirpur 14,23.7988425,90.3847119
Cantonment,2,Mirpur 10,23.8083649,90.3682614
Cantonment,3,Mirpur 2,23.8063402,90.35702594
Cantonment,4,Sony Cinema Hall,23.8004874,90.3553934
Cantonment,5,Mirpur 1,23.801924,90.3523456
Cantonment,6,Ansar Camp,23.7929307,90.3532421
Cantonment,7,Technical,24.15329785,90.67259393
Cantonment,8,Gabtoli,23.6324042,90.48826063
Cantonment,9,Amin Bazar,23.7896155,90.3240987
Cantonment,10,Hemayetpur,23.7931994,90.2714229
Cantonment,11,Savar,23.8477,90.2587
Cantonment Mini Service,1,Mirpur 14,23.7988425,90.3847119
Cantonment Mini Service,2,Kachukhet,23.79311762,90.38808611
Cantonment Mini Service,3,Sainik Club,23.79122995,90.399527
Cantonment Mini Service,4,Kakali,23.820295,90.3682928
Cantonment Mini Service,5,Banani,23.790321,90.4076959
Cantonment Mini Service,6,Mohakhali,23.7799893,90.40832417
Champion,1,Vashantek,23.8052131,90.38762275
Champion,2,Mirpur 14,23.7988425,90.3847119
Champion,3,Mirpur 10,23.8083649,90.3682614
Champion,4,Mirpur 2,23.8063402,90.35702594
Champion,5,Sony Cenema Hall,23.8004874,90.3553934
Champion,6,Mirpur 1,23.801924,90.3523456
Champion,7,Ansar Camp,23.7929307,90.3532421
Champion,8,Technical,24.15329785,90.67259393
Champion,9,Gabtoli,23.6324042,90.48826063
City Link,1,Chittagong Road,23.6972599,90.5094673
City Link,2,Sign Board,23.7089323,90.3667608
City Link,3,Matuail,23.7029393,90.463095
City Link,4,Rayerbag,23.6980479,90.457102
City Link,5,Shonir Akhra,23.7036614,90.4508803
City Link,6,Jatrabari,23.7093978,90.433806
City Link,7,Sayedabad,23.7108758,90.4278141
City Link,8,Gulistan,23.7249037,90.4120785
City Link,9,GPO,23.7289296,90.41140102
City Link,10,Paltan,23.7313082,90.4120882
City Link,11,Press Club,22.967864,89.8176179
City Link,12,High Court,23.7305,90.4034
City Link,13,Matsya Bhaban,23.73418399,90.40403594
City Link,14,Shahbag,23.7401951,90.3901161
City Link,15,Bata Signal,23.7390795,90.3886771
City Link,16,Science Lab,23.7396929,90.3836057
City Link,17,City College,23.7396837,90.3828522
City Link,18,Jigatola,23.7390073,90.3710009
City Link,19,Dhanmondi 15,23.74284215,90.38803923
City Link,20,Star Kabab,23.7475099,90.3702012
City Link,21,Shankar,23.7483109,90.3660743
City Link,22,Mohammadpur,23.7572031,90.3620184
City Link,23,Bosila,23.7473392,90.345289
City Link,24,Ghatar Char,23.75728905,90.36129991
D Link,1,Fulbaria,24.1892148,90.3087797
D Link,2,Chankhar Pul,23.7238334,90.4003441
D Link,3,Bakshi Bazar,23.7241348,90.3955397
D Link,4,Azimpur,23.7252946,90.3834641
D Link,5,Nilkhet,23.7329358,90.3860855
D Link,6,New Market,23.73277515,90.3828117
D Link,7,City College,23.7396837,90.3828522
D Link,8,Kalabagan,23.7487244,90.37919898
D Link,9,Dhanmondi 32,23.73802075,90.3859514
D Link,10,Dhanmondi 27,23.75404782,90.37137816
D Link,11,Asad Gate,23.7601299,90.3727245
D Link,12,College Gate,23.7503675,90.4199166
D Link,13,Shishu Mela,23.773007,90.3678804
D Link,14,Shyamoli,23.7775998,90.3601928
D Link,15,Kallyanpur,23.7806848,90.3613321
D Link,16,Darussalam,23.77843615,90.35604084
D Link,17,Technical,24.15329785,90.67259393
D Link,18,Gabtoli,23.6324042,90.48826063
D Link,19,Amin Bazar,23.7896155,90.3240987
D Link,20,Hemayetpur,23.7931994,90.2714229
D Link,21,Savar,23.8477,90.2587
D Link,22,Dhamra,23.91880246,90.21142917
D One Transport,1,Motijheel,23.7272598,90.4211957
D One Transport,2,Dainik Bangla Moor,23.7301345,90.4152482
D One Transport,3,Paltan,23.7313082,90.4120882
D One Transport,4,Press Club,22.967864,89.8176179
D One Transport,5,Matsya Bhaban,23.73418399,90.40403594
D One Transport,6,High Court,23.7305,90.4034
D One Transport,7,Shahbag,23.7401951,90.3901161
D One Transport,8,Bangla Motor,23.7458397,90.3949387
D One Transport,9,Kawran Bazar,23.7514308,90.3948605
D One Transport,10,Farmgate,23.7590394,90.3871113
D One Transport,11,Asad Gate,23.7601299,90.3727245
D One Transport,12,College Gate,23.7503675,90.4199166
D One Transport,13,Shishu Mela,23.773007,90.3678804
D One Transport,14,Shyamoli,23.7775998,90.3601928
D One Transport,15,Kallyanpur,23.7806848,90.3613321
D One Transport,16,Technical,24.15329785,90.67259393
D One Transport,17,Gabtoli,23.6324042,90.48826063
D One Transport,18,Amin Bazar,23.7896155,90.3240987
D One Transport,19,Nobinagar,23.9123657,90.2605169
D One Transport,20,Dhamrai,23.9183476,90.2142069
D One Transport,21,Kalampur,23.9183438,90.1549357
Deepan,1,Tajmahal Road,23.76333148,90.36220814
Deepan,2,Shankar,23.7483109,90.3660743
Deepan,3,Dhanmondi 15,23.74284215,90.38803923
Deepan,4,Jigatola,23.7390073,90.3710009
Deepan,5,City College,23.7396837,90.3828522
Deepan,6,Science Lab,23.7396929,90.3836057
Deepan,7,Shahbag,23.7401951,90.3901161
Deepan,8,Matsya Bhaban,23.73418399,90.40403594
Deepan,9,Paltan,23.7313082,90.4120882
Deepan,10,Gulistan,23.7249037,90.4120785
Deepan,11,Motijheel,23.7272598,90.4211957
Deepan,12,Arambagh,23.7309015,90.4215656
Desh Bangla,1,Postagola,23.6921384,90.4331267
Desh Bangla,2,Dholairpar,23.7026053,90.4353396
Desh Bangla,3,Jatrabari,23.7093978,90.433806
Desh Bangla,4,Sayedabad,23.7108758,90.4278141
Desh Bangla,5,Mugdapara,23.7291223,90.4335651
Desh Bangla,6,Bashabo,23.7405474,90.4333478
Desh Bangla,7,Khilgaon,23.7506546,90.4232818
Desh Bangla,8,Malibagh,23.7464464,90.4159433
Desh Bangla,9,Rampura Bazar,23.7602428,90.4186208
Desh Bangla,10,Rampura Bridge,23.76802955,90.42334025
Desh Bangla,11,Merul,23.7718576,90.4250807
Desh Bangla,12,Badda,23.77654245,90.44630117
Desh Bangla,13,Uttar Badda,23.7857042,90.4256113
Desh Bangla,14,Bashtola,23.79440473,90.42251274
Desh Bangla,15,Notun Bazar,23.7982944,90.4239709
Desh Bangla,16,Nadda,23.809823,90.4220557
Desh Bangla,17,Bashundhara,23.8239025,90.4699552
Desh Bangla,18,Jamuna Future Park,23.8135723,90.42402377
Desh Bangla,19,Kuril Chourasta,23.81650938,90.42104518
Desh Bangla,20,Kuril Bishwa Road,23.8212083,90.4195365
Desh Bangla,21,Khilkhet,23.8351324,90.43511207
Desh Bangla,22,Airport,23.8602996,90.39876
Desh Bangla,23,Jashimuddin (Uttara),23.8608721,90.4004138
Desh Bangla,24,Rajlakshmi,23.8644797,90.4002124
Desh Bangla,25,Azampur,23.8665496,90.4100105
Desh Bangla,26,House Building,23.8748268,90.4006897
Desh Bangla,27,Abdullahpur,23.5542881,90.473867
Desh Bangla,28,Kamarpara,23.8906579,90.3849515
Dewan,1,Azimpur,23.7252946,90.3834641
Dewan,2,Eden College,23.72879485,90.38710517
Dewan,3,Nilkhet,23.7329358,90.3860855
Dewan,4,New Market,23.73277515,90.3828117
Dewan,5,Science Lab,23.7396929,90.3836057
Dewan,6,City College,23.7396837,90.3828522
Dewan,7,Science Lab,23.7396929,90.3836057
Dewan,8,Katabon,23.7387417,90.3910003
Dewan,9,Shahbag,23.7401951,90.3901161
Dewan,10,Bangla Motor,23.7458397,90.3949387
Dewan,11,Kawran Bazar,23.7514308,90.3948605
Dewan,12,Farmgate,23.7590394,90.3871113
Dewan,13,Jahangir Gate,23.7752465,90.3903174
Dewan,14,Mohakhali,23.7799893,90.40832417
Dewan,15,Wireless,23.7496943,90.4082451
Dewan,16,Gulshan 1,23.780553,90.4169
Dewan,17,Badda,23.77654245,90.44630117
Dewan,18,Badda Link Road,23.78058386,90.41997677
Dewan,19,Uttar Badda,23.7857042,90.4256113
Dewan,20,Shahjadpur,23.7884856,90.4237741
Dewan,21,Bashtola,23.79440473,90.42251274
Dewan,22,Notun Bazar,23.7982944,90.4239709
Dewan,23,Nadda,23.809823,90.4220557
Dewan,24,Bashundhara,23.8239025,90.4699552
Dewan,25,Jamuna Future Park,23.8135723,90.42402377
Dewan,26,Kuril Bishwa Road,23.8212083,90.4195365
Dhakar Chaka,1,Police Plaza,23.7723049,90.4157346
Dhakar Chaka,2,Gulshan 1,23.780553,90.4169
Dhakar Chaka,3,Gulshan 2,23.7947191,90.4136986
Dhakar Chaka,1,Banani,23.790321,90.4076959
Dhakar Chaka,2,Gulshan 2,23.7947191,90.4136986
Dhakar Chaka,3,Notun Bazar,23.7982944,90.4239709
Dhaka Metro Service,1,Mirpur 1,23.801924,90.3523456
Dhaka Metro Service,2,Kallyanpur,23.7806848,90.3613321
Dhaka Metro Service,3,Shyamoli,23.7775998,90.3601928
Dhaka Metro Service,4,Asad Gate,23.7601299,90.3727245
Dhaka Metro Service,5,Shukrabad Kalabagan,23.75264818,90.37773545
Dhaka Metro Service,6,Science Lab,23.7396929,90.3836057
Dhaka Metro Service,7,New Market,23.73277515,90.3828117
Dhaka Metro Service,8,Nilkhet,23.7329358,90.3860855
Dhaka Metro Service,9,Azimpur,23.7252946,90.3834641
Dhaka Paribahan,1,Gulistan,23.7249037,90.4120785
Dhaka Paribahan,2,Shahbag,23.7401951,90.3901161
Dhaka Paribahan,3,Farmgate,23.7590394,90.3871113
Dhaka Paribahan,4,Banani,23.790321,90.4076959
Dhaka Paribahan,5,Uttara,23.8693275,90.3926893
Dhaka Paribahan,6,Gazipur,23.9997558,90.4173629
Dhaka Paribahan,7,Shib Bari,23.7291789,90.39783793
Dipon,1,Tajmahal Road,23.76333148,90.36220814
Dipon,2,Salimullah Road,23.76029035,90.36297654
Dipon,3,Jakir Hossen Road,23.75960685,90.36628261
Dipon,4,Shankar,23.7483109,90.3660743
Dipon,5,Star Kabab,23.7475099,90.3702012
Dipon,6,Dhanmondi 15,23.74284215,90.38803923
Dipon,7,Jigatola,23.7390073,90.3710009
Dipon,8,City College,23.7396837,90.3828522
Dipon,9,Science Lab,23.7396929,90.3836057
Dipon,10,Bata Signal,23.7390795,90.3886771
Dipon,11,Shahbag,23.7401951,90.3901161
Dipon,12,Matsya Bhaban,23.73418399,90.40403594
Dipon,13,High Court,23.7305,90.4034
Dipon,14,Press Club,22.967864,89.8176179
Dipon,15,Paltan,23.7313082,90.4120882
Dipon,16,Baitul Mukarram,23.72947245,90.412617
Dipon,17,Gulistan,23.7249037,90.4120785
Dipon,18,Motijheel,23.7272598,90.4211957
Dipon,19,Arambagh,23.7309015,90.4215656
Dip Paribahan,1,Azimpur,23.7252946,90.3834641
Dip Paribahan,2,City College,23.7396837,90.3828522
Dip Paribahan,3,Kolabagan,23.7401951,90.3901161
Dip Paribahan,4,Panthopoth,23.75177272,90.37870074
Dip Paribahan,5,Karwan Bazar,23.7512656,90.3927762
Dip Paribahan,6,Nabisco,23.7692591,90.4012227
Dip Paribahan,7,Gulshan Link Road,23.78058386,90.41997677
Dip Paribahan,8,Gulshan 1,23.780553,90.4169
Dip Paribahan,9,Kuril Bissho Road,23.8212083,90.4195365
Dishari,1,Mirpur National Zoo,23.8123422,90.34693977
Dishari,2,Mirpur 1,23.801924,90.3523456
Dishari,3,Ansar Camp,23.7929307,90.3532421
Dishari,4,Technical,24.15329785,90.67259393
Dishari,5,Kallyanpur,23.7806848,90.3613321
Dishari,6,Shyamoli,23.7775998,90.3601928
Dishari,7,Shishu Mela,23.773007,90.3678804
Dishari,8,College Gate,23.7503675,90.4199166
Dishari,9,Asad Gate,23.7601299,90.3727245
Dishari,10,Khamar Bari,23.7591274,90.383882
Dishari,11,Farmgate,23.7590394,90.3871113
Dishari,12,Kawran Bazar,23.7514308,90.3948605
Dishari,13,Bangla Motor,23.7458397,90.3949387
Dishari,14,Shahbag,23.7401951,90.3901161
Dishari,15,Matsya Bhaban,23.73418399,90.40403594
Dishari,16,High Court,23.7305,90.4034
Dishari,17,Press Club,22.967864,89.8176179
Dishari,18,Paltan,23.7313082,90.4120882
Dishari,19,GPO,23.7289296,90.41140102
Dishari,20,Golap Shah Mazar,23.7249921,90.410846
Dishari,21,Naya Bazar,23.713843,90.4045497
Dishari,22,Babubazar,23.7125524,90.4031333
Dishari,23,Keraniganj,23.7005013,90.3826441
Elite,1,Agargaon,23.7784275,90.3800503
Elite,2,Taltola,23.7512986,90.4244569
Elite,3,Shewrapara,23.7909631,90.3755087
Elite,4,Kazipara,23.7992408,90.3719878
Elite,5,Mirpur 10,23.8083649,90.3682614
Elite,6,Mirpur 11,23.8202931,90.3710408
Elite,7,Purobi,23.8138963,90.4240396
Elite,8,Pallabi,23.8261574,90.3641863
Elite,9,Kalshi,23.8202931,90.3710408
Elite,10,Kuril Bishwa Road,23.8212083,90.4195365
Elite,11,Airport,23.8602996,90.39876
Elite,12,Jashimuddin (Uttara),23.8608721,90.4004138
Elite,13,Rajlakshmi House Building,23.8644797,90.4002124
Elite,14,Abdullahpur,23.5542881,90.473867
ETC,1,Golap Shah Mazar,23.7249921,90.410846
ETC,2,Shahbag,23.7401951,90.3901161
ETC,3,Bangla Motor,23.7458397,90.3949387
ETC,4,Farmgate,23.7590394,90.3871113
ETC,5,Agargaon,23.7784275,90.3800503
ETC,6,Shewrapara,23.7909631,90.3755087
ETC,7,Kazipara,23.7992408,90.3719878
ETC,8,Mirpur 10,23.8083649,90.3682614
ETC,9,Pallabi,23.8261574,90.3641863
ETC,10,Mirpur 12,23.82510435,90.37067194
ETC Transport,1,Golap Shah Mazar,23.7249921,90.410846
ETC Transport,2,GPO,23.7289296,90.41140102
ETC Transport,3,Paltan,23.7313082,90.4120882
ETC Transport,4,Press Club,22.967864,89.8176179
ETC Transport,5,High Court,23.7305,90.4034
ETC Transport,6,Matsya Bhaban,23.73418399,90.40403594
ETC Transport,7,Shahbag,23.7401951,90.3901161
ETC Transport,8,Bangla Motor,23.7458397,90.3949387
ETC Transport,9,Kawran Bazar,23.7514308,90.3948605
ETC Transport,10,Farmgate,23.7590394,90.3871113
ETC Transport,11,Khamar Bari,23.7591274,90.383882
ETC Transport,12,Agargaon,23.7784275,90.3800503
ETC Transport,13,Taltola,23.7512986,90.4244569
ETC Transport,14,Shewrapara,23.7909631,90.3755087
ETC Transport,15,Kazipara,23.7992408,90.3719878
ETC Transport,16,Mirpur 10,23.8083649,90.3682614
ETC Transport,17,Mirpur 11,23.8202931,90.3710408
ETC Transport,18,Purobi,23.8138963,90.4240396
ETC Transport,19,Pallabi,23.8261574,90.3641863
ETC Transport,20,Mirpur 12,23.82510435,90.37067194
Everest Paribahan,1,Rupnagar Abashik,23.7153887,90.3777396
Everest Paribahan,2,Mirpur 2,23.8063402,90.35702594
Everest Paribahan,3,Mirpur 1,23.801924,90.3523456
Everest Paribahan,4,Khamar Bari Farmgate,23.7591274,90.383882
Everest Paribahan,5,Gulistan,23.7249037,90.4120785
Everest Paribahan,6,Keraniganj,23.7005013,90.3826441
Falgun Art Transport Private Limited,1,Azimpur,23.7252946,90.3834641
Falgun Art Transport Private Limited,2,Nilkhet,23.7329358,90.3860855
Falgun Art Transport Private Limited,3,New Market,23.73277515,90.3828117
Falgun Art Transport Private Limited,4,Science Lab,23.7396929,90.3836057
Falgun Art Transport Private Limited,5,Bata Signal,23.7390795,90.3886771
Falgun Art Transport Private Limited,6,Katabon,23.7387417,90.3910003
Falgun Art Transport Private Limited,7,Shahbag,23.7401951,90.3901161
Falgun Art Transport Private Limited,8,Motso Vobon,23.7336786,90.4037794
Falgun Art Transport Private Limited,9,Kakrail,23.7385398,90.4071475
Falgun Art Transport Private Limited,10,Shantinagar,23.7385358,90.4139156
Falgun Art Transport Private Limited,11,Malibagg Mor,23.74419188,90.41424554
Falgun Art Transport Private Limited,12,Mouchak,24.023552,90.292921
Falgun Art Transport Private Limited,13,Malibagh Rail Gate,23.7499107,90.4132552
Falgun Art Transport Private Limited,14,Rampura Bazar,23.7602428,90.4186208
Falgun Art Transport Private Limited,15,Rampura Bridge,23.76802955,90.42334025
Falgun Art Transport Private Limited,16,Merul,23.7718576,90.4250807
Falgun Art Transport Private Limited,17,Madhya Badda,23.77654245,90.44630117
Falgun Art Transport Private Limited,18,Badda,23.77654245,90.44630117
Falgun Art Transport Private Limited,19,Shahjadpur,23.7884856,90.4237741
Falgun Art Transport Private Limited,20,Natun Bazar,23.5291064,90.45175509
Falgun Art Transport Private Limited,21,Nadda,23.809823,90.4220557
Falgun Art Transport Private Limited,22,Bashundhara,23.8239025,90.4699552
Falgun Art Transport Private Limited,23,Jamuna Future Park,23.8135723,90.42402377
Falgun Art Transport Private Limited,24,Kuril Bissho Road,23.8212083,90.4195365
Falgun Art Transport Private Limited,25,Khilkhet,23.8351324,90.43511207
Falgun Art Transport Private Limited,26,Airport,23.8602996,90.39876
Falgun Art Transport Private Limited,27,Rajlakshmi,23.8644797,90.4002124
Falgun Art Transport Private Limited,28,Uttara House Building,23.8739905,90.4004409
First Ten,1,Vashantek,23.8052131,90.38762275
First Ten,2,Mirpur 14,23.7988425,90.3847119
First Ten,3,Mirpur 10,23.8083649,90.3682614
First Ten,4,Mirpur 2,23.8063402,90.35702594
First Ten,5,Sony Cenema Hall,23.8004874,90.3553934
First Ten,6,Mirpur 1,23.801924,90.3523456
First Ten,7,Ansar Camp,23.7929307,90.3532421
First Ten,8,Technical,24.15329785,90.67259393
First Ten,9,Gabtoli,23.6324042,90.48826063
FTCL,1,Mohammadpur,23.7572031,90.3620184
FTCL,2,Shankar,23.7483109,90.3660743
FTCL,3,Star Kabab,23.7475099,90.3702012
FTCL,4,Jigatola,23.7390073,90.3710009
FTCL,5,City College,23.7396837,90.3828522
FTCL,6,Science Lab,23.7396929,90.3836057
FTCL,7,Bata Signal,23.7390795,90.3886771
FTCL,8,Shahbag,23.7401951,90.3901161
FTCL,9,Matsya Bhaban,23.73418399,90.40403594
FTCL,10,High Court,23.7305,90.4034
FTCL,11,Press Club,22.967864,89.8176179
FTCL,12,Paltan,23.7313082,90.4120882
FTCL,13,GPO,23.7289296,90.41140102
FTCL,14,Gulistan,23.7249037,90.4120785
FTCL,15,Sayedabad,23.7108758,90.4278141
FTCL,16,Janapath Moor,23.71291763,90.42857405
FTCL,17,Jatrabari,23.7093978,90.433806
FTCL,18,Shonir Akhra,23.7036614,90.4508803
FTCL,19,Rayerbag,23.6980479,90.457102
FTCL,20,Matuail,23.7029393,90.463095
FTCL,21,Sign Board,23.7089323,90.3667608
FTCL,22,Chittagong Road,23.6972599,90.5094673
FTCL,1,Mohammadpur,23.7572031,90.3620184
FTCL,2,Shankar,23.7483109,90.3660743
FTCL,3,Dhanmondi 15,23.74284215,90.38803923
FTCL,4,Jigatola,23.7390073,90.3710009
FTCL,5,City College,23.7396837,90.3828522
FTCL,6,Science Lab,23.7396929,90.3836057
FTCL,7,Shahbag,23.7401951,90.3901161
FTCL,8,Matsya Bhaban,23.73418399,90.40403594
FTCL,9,Paltan,23.7313082,90.4120882
FTCL,10,Gulistan,23.7249037,90.4120785
FTCL,11,Motijheel,23.7272598,90.4211957
FTCL,12,Arambagh,23.7309015,90.4215656
Gazipur Paribahan,1,Motijheel,23.7272598,90.4211957
Gazipur Paribahan,2,Paltan,23.7313082,90.4120882
Gazipur Paribahan,3,Kakrail,23.7385398,90.4071475
Gazipur Paribahan,4,Shantinagar,23.7385358,90.4139156
Gazipur Paribahan,5,Malibagh Moor,23.74419188,90.41424554
Gazipur Paribahan,6,Mouchak,24.023552,90.292921
Gazipur Paribahan,7,Mogbazar,23.7543737,90.40959957
Gazipur Paribahan,8,Nabisco,23.7692591,90.4012227
Gazipur Paribahan,9,Mohakhali,23.7799893,90.40832417
Gazipur Paribahan,10,Chairman Bari,23.71096925,90.41095483
Gazipur Paribahan,11,Sainik Club,23.79122995,90.399527
Gazipur Paribahan,12,Kakali,23.820295,90.3682928
Gazipur Paribahan,13,Banani,23.790321,90.4076959
Gazipur Paribahan,14,Staff Road,23.8127577,90.4016567
Gazipur Paribahan,15,MES,23.9161376,90.2607105
Gazipur Paribahan,16,Shewra,23.81799371,90.41360546
Gazipur Paribahan,17,Kuril Bishwa Road,23.8212083,90.4195365
Gazipur Paribahan,18,Khilkhet,23.8351324,90.43511207
Gazipur Paribahan,19,Airport,23.8602996,90.39876
Gazipur Paribahan,20,Jashimuddin (Uttara),23.8608721,90.4004138
Gazipur Paribahan,21,Rajlakshmi,23.8644797,90.4002124
Gazipur Paribahan,22,Azampur,23.8665496,90.4100105
Gazipur Paribahan,23,House Building,23.8748268,90.4006897
Gazipur Paribahan,24,Abdullahpur,23.5542881,90.473867
Gazipur Paribahan,25,Tongi,23.9084932,90.3980037
Gazipur Paribahan,26,Station Road,23.73221943,90.42409168
Gazipur Paribahan,27,Mill Gate,23.89620633,90.39942912
Gazipur Paribahan,28,Board Bazar,23.9452074,90.3825171
Gazipur Paribahan,29,Gazipur Chourasta,23.9891057,90.3815747
Gazipur Paribahan,30,Shib Bari,23.7291789,90.39783793
Grameen,1,Mirpur 14,23.7988425,90.3847119
Grameen,2,Mirpur 10,23.8083649,90.3682614
Grameen,3,Mirpur 2,23.8063402,90.35702594
Grameen,4,Sony Cinema Hall,23.8004874,90.3553934
Grameen,5,Mirpur 1,23.801924,90.3523456
Grameen,6,Ansar Camp,23.7929307,90.3532421
Grameen,7,Technical,24.15329785,90.67259393
Grameen,8,Gabtoli,23.6324042,90.48826063
Grameen Suveccha,1,Fulbaria,24.1892148,90.3087797
Grameen Suveccha,2,Chankhar Pul,23.7238334,90.4003441
Grameen Suveccha,3,Bakshi Bazar,23.7241348,90.3955397
Grameen Suveccha,4,Azimpur,23.7252946,90.3834641
Grameen Suveccha,5,Nilkhet,23.7329358,90.3860855
Grameen Suveccha,6,New Market,23.73277515,90.3828117
Grameen Suveccha,7,City College,23.7396837,90.3828522
Grameen Suveccha,8,Kalabagan,23.7487244,90.37919898
Grameen Suveccha,9,Dhanmondi 32,23.73802075,90.3859514
Grameen Suveccha,10,Dhanmondi 27,23.75404782,90.37137816
Grameen Suveccha,11,Asad Gate,23.7601299,90.3727245
Grameen Suveccha,12,College Gate,23.7503675,90.4199166
Grameen Suveccha,13,Shishu Mela,23.773007,90.3678804
Grameen Suveccha,14,Shyamoli,23.7775998,90.3601928
Grameen Suveccha,15,Kallyanpur,23.7806848,90.3613321
Grameen Suveccha,16,Darussalam,23.77843615,90.35604084
Grameen Suveccha,17,Technical,24.15329785,90.67259393
Grameen Suveccha,18,Gabtoli,23.6324042,90.48826063
Grameen Suveccha,19,Amin Bazar,23.7896155,90.3240987
Grameen Suveccha,20,Hemayetpur,23.7931994,90.2714229
Grameen Suveccha,21,Savar,23.8477,90.2587
